,Unnamed: 0,Tags,Name,compound_sf,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],compound_mw,compound_rt,Area_Max,# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass Defect: Standard MD,Mass Defect: Relative MD,Mass Defect: Kendrick MD [H2],Mass Defect: Kendrick MD [C H2],Mass Defect: Kendrick MD [C2 H4],Mass Defect: Kendrick MD [C H3 O],Mass Defect: Kendrick MD [O],MS2,Neutral Losses,Kat-3_neg,Kat-3_pos,Kat-6_neg,Kat-6_pos,CV_Kat-3_neg,CV_Kat-3_pos,CV_Kat-6_neg,CV_Kat-6_pos,NrC,NrH,NrN,NrO,NrP,NrS,NrBr,NrCl,H/C,O/C,N/C,P/C,S/C,Br/C,Cl/C,DBE,Ox#C,DU,DBEAI,CAI,AI,AIcolor,NKM,KMD-CH2,KMD-OCH2,KMD-C2H4O,KMD-CO,KMD-H2,KMD-COO,KMD-H2O,KMD-O,KMD-O2,KMD-S,KMD-OS,KMD-Cl,KMD-Br,KMD-NH3,MolClass,good_pos_CV,good_neg_CV,sum_pos,sum_neg,Kat-3,CV_Kat-3,Kat-6,CV_Kat-6,P_value_Kat-6/Kat-3,Log2_Kat-6/Kat-3,Reg_Kat-6/Kat-3,compound_mq,compound_name,compound_folder,id_as_str,compound_id,compound_iso_smiles,compound_can_smiles,compound_name_iupac,compound_xlogp,KMD-C2H4,KMD-C3H8,KMD-C3H8O,KMD-C5H6O,KMD-CH4,KMD-C2O,KMD-C2H2O,KMD-C3H6O,KMDrem-CH2,KMDn-CH2,KMDrescaled-CH2,KMDrem-OCH2,KMDn-OCH2,KMDrescaled-OCH2,KMDrem-C2H4O,KMDn-C2H4O,KMDrescaled-C2H4O,KMDrem-CO,KMDn-CO,KMDrescaled-CO,KMDrem-H2,KMDn-H2,KMDrescaled-H2,KMDrem-COO,KMDn-COO,KMDrescaled-COO,KMDrem-H2O,KMDn-H2O,KMDrescaled-H2O,KMDrem-O,KMDn-O,KMDrescaled-O,KMDrem-O2,KMDn-O2,KMDrescaled-O2,KMDrem-S,KMDn-S,KMDrescaled-S,KMDrem-OS,KMDn-OS,KMDrescaled-OS,KMDrem-Cl,KMDn-Cl,KMDrescaled-Cl,KMDrem-Br,KMDn-Br,KMDrescaled-Br,KMDrem-NH3,KMDn-NH3,KMDrescaled-NH3,KMDrem-C2H4,KMDn-C2H4,KMDrescaled-C2H4,KMDrem-C3H8,KMDn-C3H8,KMDrescaled-C3H8,KMDrem-C3H8O,KMDn-C3H8O,KMDrescaled-C3H8O,KMDrem-C5H6O,KMDn-C5H6O,KMDrescaled-C5H6O,KMDrem-CH4,KMDn-CH4,KMDrescaled-CH4,KMDrem-C2O,KMDn-C2O,KMDrescaled-C2O,KMDrem-C2H2O,KMDn-C2H2O,KMDrescaled-C2H2O,KMDrem-C3H6O,KMDn-C3H6O,KMDrescaled-C3H6O
930,930,,,C11 H9 N,Full match,No results,Partial match,-0.17,155.07347,6.684,154095.785320448,144,0,,,0.0734728817187431,474,-0.130560101569671,-0.0996842065802639,-0.0996842065802639,-0.0184646147799015,0.122776717263605,No MS2,,0.0,139907.555990479,0.0,22738.9437370989,1000.0,14.3417460211139,1000.0,12.3084945183857,11,9,1,0,0,0,0,0,0.818181818181818,0.0,0.0909090909090909,0.0,0.0,0,0.0,8.0,-0.545454545454545,8.0,7.5,10,0.75,orangered,155,0.09968713437297083,-0.018879150769578246,0.01886616918343975,-0.10163967296617216,0.13056330137865757,-0.10932408732836052,0.017493400688863403,-0.12277364483378506,-0.12277364483378506,-0.20893260031738237,-0.1802023160633155,-0.21159642717728389,-0.23395636605420123,0.1683324469672982,CHN,2,0,162646.499727577,0.0,139907.555990479,14.3417460211139,22738.9437370989,12.3084945183857,0.000558286407988614,-2.62123673502735,#d9d9d9,0.0,None,Ruthenium2,0930,Ruthenium2_0930,None,None,None,,0.09968713437297083,0.146844714731742,0.07503816979021849,0.005661816784765961,0.22930142615001614,-0.0931876965384788,-0.034472613882769565,0.038382398884493796,C7 H N,4,7.064310151958316,C11 H9 N,0,5.1672969478318995,C11 H9 N,0,3.5222991615425823,C11 H9 N,0,5.539345320456703,C11 H N,4,72.93473288283538,C11 H9 N,0,3.52521257701367,C11 H9 N,0,8.610140882034862,C11 H9 N,0,9.695175184290477,C11 H9 N,0,4.8475875921452385,C11 H9 N,0,4.850280060012727,C11 H9 N,0,3.2329214923067884,C11 H9 N,0,4.4346178785077255,C11 H9 N,0,1.9649871606439402,C11 H6,1,8.107746870697323,C7 H N,2,3.532155075979158,C8 H N,1,2.51939055768521,C11 H9 N,0,2.5820831849442585,C11 H9 N,0,1.8901752129605696,C9 H N,2,7.673170488197143,C11 H9 N,0,3.8773304248690823,C11 H9 N,0,3.6912976643099022,C11 H9 N,0,2.671752532318721
932,932,,,C18 H10 O S,Full match,No results,Partial match,-0.96,274.04497,7.05,151408.649015654,1197,0,,,0.0449712819478805,164,-0.0827890512424574,-0.2610309530466,-0.2610309530466,-0.11750014607594,0.132100743517924,No MS2,,0.0,142895.141178345,0.0,4543.3079079081,1000.0,8.42570163520466,1000.0,11.1415251048796,18,10,0,1,0,1,0,0,0.555555555555555,0.0555555555555555,0.0,0.0,0.0555555555555555,0,0.0,14.0,-0.333333333333333,14.0,12.0,16,0.75,orangered,274,0.26103232067112003,0.051502643835419804,0.11820596242472448,-0.09475128872031746,0.0827909249042591,-0.10833114285878764,0.11578001360891221,-0.13209912575803173,-0.13209912575803173,-0.284358750636045,-0.23358675277921748,-0.289066250583744,-0.3285806096725423,0.3823419336600864,CHS,2,0,147438.449086253,0.0,142895.141178345,8.42570163520466,4543.3079079081,11.1415251048796,3.77320740205574e-05,-4.97506996883592,#a6611a,0.0,None,Ruthenium2,0932,Ruthenium2_0932,None,None,None,,0.26103232067112003,0.34436893327608686,0.21747280814065562,0.09487130462048299,0.49008597312126767,-0.07981500318686585,0.023945962921175123,0.15269493454184158,C13 O S,5,14.55280239274642,C17 H8 S,1,8.131625445958436,C16 H6 S,1,5.224592272622509,C17 H10 S,1,8.789107766190405,C18 O S,5,130.95873656258271,C17 H10 S,1,5.593345683592162,C18 H8 S,1,14.215804774808996,C18 H10 S,1,16.133272832914773,C18 H10 O S,0,8.566636416457387,C18 H10 O,1,7.571394534355275,C18 H10,1,4.7132052719210185,C18 H10 O S,0,7.836838074396794,C18 H10 O S,0,3.472517050649971,C18 H10 O S,0,16.095171986333003,C14 H2 O S,2,7.776401196373209,C15 H2 O S,1,5.219452200111805,C15 H2 S,1,3.5630465508879925,C13 H4 S,1,2.340309691168953,C16 H2 O S,2,15.094386226473318,C16 H10 S,1,5.852002028832344,C16 H8 S,1,5.523245716343494,C15 H4 S,1,3.721509844651416
933,933,,,C13 H25 N O3,Full match,No results,Partial match,-0.9,243.18322,7.911,150390.030173766,8527,0,,,0.183224008082334,753,0.295082746736625,-0.0883175922307089,-0.0883175922307089,0.0390494023918677,0.260541330387412,No MS2,,0.0,136378.385563436,0.0,52083.6756588422,1000.0,14.5297641977608,1000.0,9.64014757431421,13,25,1,3,0,0,0,0,1.92307692307692,0.23076923076923,0.0769230769230769,0.0,0.0,0,0.0,2.0,-1.23076923076923,2.0,-1.5,9,0.0,royalblue,243,0.0883216731358516,-0.09761168480341098,-0.0384202032037706,-0.22739513697393932,-0.29507823586399695,-0.23944568713190506,-0.040572952238278504,-0.2605370233981432,-0.2605370233981432,-0.39564983299950995,-0.3505955562337135,-0.39982719482239304,-0.43489161902783735,0.19596992628063958,CHNO,2,0,188462.061222278,0.0,136378.385563436,14.5297641977608,52083.6756588422,9.64014757431421,0.00203258018528598,-1.38871184022898,#d9d9d9,0.0,None,Ruthenium2,0933,Ruthenium2_0933,None,None,None,,0.0883216731358516,0.162273279681159,0.04966764303713944,-0.05912701355839545,0.2915803016580014,-0.21414091081217634,-0.12206505242858157,-0.007815228794157747,C H N O3,12,5.350850124714458,C10 H19 N,3,5.103261175831825,C7 H13 N,3,2.523605539520761,C10 H25 N,3,5.686700673089079,C13 H N O3,12,108.64765008406344,C10 H25 N,3,3.6189888109075175,C13 H19 N,3,10.502266471662667,C13 H25 N,3,12.203797547712552,C13 H25 N O,1,6.601898773856276,C13 H25 N O3,0,7.606121053039777,C13 H25 N O3,0,5.06980873706392,C13 H25 N O3,0,6.9542871732267955,C13 H25 N O3,0,3.081457158473342,C13 H22 O3,1,13.282603140814569,C H N O3,6,2.675425062357229,C4 H N O3,3,2.5190443198054497,C4 H N,3,1.0491759301942225,C3 H13 N O,2,0.9641384215647962,C7 H N O3,6,9.169290183158266,C7 H25 N,3,3.080359115203546,C7 H19 N,3,2.788625920596929,C4 H7 N,3,1.1897937713164617
934,934,,,C18 H16 O,Full match,No results,Partial match,-0.6,248.11997,12.689,148422.342485754,1102,0,,,0.119966411992181,484,0.193494928372814,-0.157087620102118,-0.157087620102118,-0.027135011090337,0.198853315032693,No MS2,,0.0,119239.947659716,0.0,136266.003020535,1000.0,12.1758614596119,1000.0,12.6162503922076,18,16,0,1,0,0,0,0,0.888888888888888,0.0555555555555555,0.0,0.0,0.0,0,0.0,11.0,-0.777777777777777,11.0,10.0,17,0.588235294117647,darkorange,248,0.15708411496822805,-0.03262379001753857,0.027769310455283858,-0.1650419159846308,-0.19349794377353646,-0.17733709878416448,0.02557285945891863,-0.19885660050653087,-0.19885660050653087,-0.33671227272319015,-0.29074336993662087,-0.3409744372350474,-0.3767506880879523,0.2669176854786883,CHO,2,0,255505.950680251,0.0,119239.947659716,12.1758614596119,136266.003020535,12.6162503922076,0.260192679813444,0.192558022149667,#d9d9d9,0.0,None,Ruthenium2,0934,Ruthenium2_0934,None,None,None,,0.15708411496822805,0.23253697885201063,0.11764538729420337,0.006642140727052492,0.36446900283652894,-0.15151862191189025,-0.05757357414142916,0.058995582285888304,C10 O,8,9.703075775587271,C17 H14,1,7.267758962472509,C16 H12,1,4.635735812235821,C17 H16,1,7.863042395628535,C18 O,8,115.09682097607667,C17 H16,1,5.004002159658837,C18 H14,1,12.776365121703183,C18 H16,1,14.512437611368778,C18 H16 O,0,7.75621880568439,C18 H16 O,0,7.760526797961075,C18 H16 O,0,5.172726845939141,C18 H16 O,0,7.095460562907411,C18 H16 O,0,3.144011341437205,C18 H16 O,0,14.5725427778509,C10 O,4,4.8515378877936355,C12 O,2,3.6310819988682423,C15 H8,1,3.1313749934827513,C13 H10,1,2.0243110112251514,C14 O,4,11.477229740565365,C16 H16,1,5.203791594390398,C16 H14,1,4.906136158878412,C15 H10,1,3.2748474042806897
935,935,,,C12 H20 N2 O2 S,Full match,No results,Partial match,1.71,256.12499,13.448,148160.725873915,8095,0,,,0.124986553593772,488,0.136361897653785,-0.161005989734832,-0.161005989734832,-0.0268607586312442,0.206418561153214,No MS2,,0.0,121090.644396059,0.0,21150.8759692209,1000.0,31.6150570933579,1000.0,18.4954657933127,12,20,2,2,0,1,0,0,1.66666666666666,0.166666666666666,0.166666666666666,0.0,0.0833333333333333,0,0.0,4.0,-0.666666666666666,4.0,0.0,7,0.0,royalblue,256,0.16100262858887504,-0.03482576550374006,0.027515779413732844,-0.171516057660142,-0.1363647549773077,-0.18420791624600952,0.025248464979142682,-0.20642169518310993,-0.20642169518310993,-0.34872496350902793,-0.301272979831424,-0.3531246369532255,-0.3900551262319709,0.27437972656551324,CHS,1,0,142241.520365279,0.0,121090.644396059,31.6150570933579,21150.8759692209,18.4954657933127,0.010837482614014,-2.51729808574353,#d9d9d9,0.0,None,Ruthenium2,0935,Ruthenium2_0935,None,None,None,,0.16100262858887504,0.23888980553678607,0.1202915011003256,0.005706990160007308,0.37507831274848513,-0.15755646561621006,-0.0605804970122108,0.05974949506486382,C2 N2 O2 S,10,8.274182637911633,C10 H16 N2 S,2,6.534479499590876,C8 H12 N2 S,2,3.817546444321209,C10 H20 N2 S,2,7.14896696587725,C12 N2 O2 S,10,117.0679636227515,C10 H20 N2 S,2,4.549568009002179,C12 H16 N2 S,2,12.220795047814692,C12 H20 N2 S,2,14.012873788874625,C12 H20 N2 S,1,7.0064368944373125,C12 H20 N2 O2,1,7.010883863916787,C12 H20 N2 O,1,4.339600661319808,C12 H20 N2 O2 S,0,7.324362380320202,C12 H20 N2 O2 S,0,3.2454381485684554,C12 H14 O2 S,2,13.042657648704175,C2 N2 O2 S,5,4.137091318955816,C6 H4 N2 O2 S,2,3.8127424974523167,C6 H4 N2 S,2,2.264654466469416,C2 H8 N2 S,2,1.1218762475834374,C7 N2 O2 S,5,10.97653010094663,C8 H20 N2 S,2,4.403927886913782,C8 H16 N2 S,2,4.096669992259443,C6 H8 N2 S,2,2.4127553429305877
937,937,,,C26 H49 N5,Full match,No results,Partial match,-1.43,431.39818,15.209,142893.637683664,6,0,,,0.398181115937518,923,0.0486872963826954,-0.0835237917515883,-0.0835237917515883,0.142420617195626,-0.464660770680212,No MS2,,0.0,23581.2210701776,0.0,121131.546740909,1000.0,15.0897012893255,1000.0,25.4072906562227,26,49,5,0,0,0,0,0,1.88461538461538,0.0,0.192307692307692,0.0,0.0,0,0.0,5.0,-1.3076923076923,5.0,2.5,21,0.119047619047619,royalblue,431,0.08352504356747659,-0.24631396512853598,-0.1413104314407292,-0.4765450849421313,-0.048685241972464155,-0.4979223222620135,-0.14512932986423266,0.4646624149619356,0.4646624149619356,0.22497720906358154,0.30490185599438746,0.21756672125286514,0.15536370911667063,0.2744891260679765,CHN,1,0,144712.767811086,0.0,23581.2210701776,15.0897012893255,121131.546740909,25.4072906562227,0.00549309100490941,2.36086431019426,#d9d9d9,0.0,None,Ruthenium2,0937,Ruthenium2_0937,None,None,None,,0.08352504356747659,0.214712501615395,0.014954201244279375,-0.17804355924698712,0.4440984516082267,-0.45303257020748333,-0.28969334915171885,-0.08701832091077222,C2 H N5,24,6.779792204953361,C26 H49 N5,0,14.374897678316167,C26 H49 N5,0,9.798680151493514,C26 H49 N5,0,15.409898635656074,C26 H N5,24,190.02464852796427,C26 H49 N5,0,9.806784978778287,C26 H49 N5,0,23.952541420533144,C26 H49 N5,0,26.970997148906164,C26 H49 N5,0,13.485498574453082,C26 H49 N5,0,13.492988747843166,C26 H49 N5,0,8.993660732704448,C26 H49 N5,0,12.336658583696682,C26 H49 N5,0,5.466395614309208,C26 H34,5,20.33683097140587,C2 H N5,12,3.3898961024766807,C8 H N5,6,3.790588709631628,C26 H49 N5,0,7.183094363494653,C26 H49 N5,0,5.258276339585657,C14 H N5,12,14.909782309120958,C26 H49 N5,0,10.78634123125072,C26 H49 N5,0,10.268816899893112,C26 H49 N5,0,7.432545422027319
939,939,,,C20 H24 O4,Full match,No results,Partial match,-0.53,328.16728,10.843,141876.139239952,480,0,,,0.167283916875022,510,-0.380696898473502,-0.199152007348971,-0.199152007348971,-0.0272746878651446,0.27162094819812,No MS2,,0.0,22429.4231082489,0.0,118490.278430714,1000.0,29.3477360950336,1000.0,27.9116582070759,20,24,0,4,0,0,0,0,1.2,0.2,0.0,0.0,0.0,0,0.0,9.0,-0.8,9.0,5.0,16,0.3125,royalblue,328,0.19915602416176625,-0.051754562252085634,0.02812227923283217,-0.2268928077601231,0.3807015054300109,-0.2431546052141016,0.025217219438047778,-0.27161662843292333,-0.27161662843292333,-0.4539466560559049,-0.39314747978625064,-0.45958386024699394,0.4930979213485216,0.3444235900376498,CHO,0,0,140919.701538962,0.0,22429.4231082489,29.3477360950336,118490.278430714,27.9116582070759,0.00785013635882065,2.40130427819756,#d9d9d9,0.0,None,Ruthenium2,0939,Ruthenium2_0939,None,None,None,,0.19915602416176625,0.29895113984287036,0.14699375770874212,0.00017916033027631784,0.47344645940899,-0.20900669148954876,-0.0847535296166484,0.06942262555804746,C8 O4,12,11.414358787677376,C16 H16,4,6.93506445836499,C12 H8,4,3.453910383314418,C16 H24,4,7.7223954318614965,C20 O4,12,150.80973817730472,C16 H24,4,4.914495112001177,C20 H16,4,14.220831218178663,C20 H24,4,16.516987246076486,C20 H24,2,8.258493623038243,C20 H24 O4,0,10.264191439513723,C20 H24 O4,0,6.841527642811661,C20 H24 O4,0,9.384564664905982,C20 H24 O4,0,4.158317487543799,C20 H24 O4,0,19.273867963662305,C8 O4,6,5.707179393838688,C11 O4,3,4.447755178574818,C11 O,3,2.4642197553738066,,4,0.0,C14 O4,6,14.470420777650803,C12 H24,4,4.205229649152036,C12 H16,4,3.8115460175318803,C8,4,1.6539785602922426
940,940,,,C11 H10 O3,Full match,No results,Partial match,-0.94,190.06282,7.104,140961.098375823,1448,0,,,0.0628160130399351,331,-0.412883828614639,-0.149410637999409,-0.149410637999409,-0.0498654092369009,0.12324430970321,No MS2,,0.0,131586.023677442,0.0,97354.5766260776,1000.0,10.0758100413553,1000.0,9.05222468663162,11,10,0,3,0,0,0,0,0.909090909090909,0.272727272727272,0.0,0.0,0.0,0,0.0,7.0,-0.363636363636363,7.0,4.0,8,0.5,darkorange,190,0.14940671590471766,0.004088225829548264,0.050350052253321564,-0.09734561861438351,0.4128802898944457,-0.10676387348237881,0.048667544914763994,-0.12324806531245258,-0.12324806531245258,-0.2288471342406524,-0.19363441316897934,-0.23211200246723251,-0.2595170320830391,0.23354052481124654,CHO,2,0,228940.600303519,0.0,131586.023677442,10.0758100413553,97354.5766260776,9.05222468663162,0.0203984899372184,-0.43468555574997,#d9d9d9,0.0,None,Ruthenium2,0940,Ruthenium2_0940,None,None,None,,0.14940671590471766,0.20720449851293665,0.11919618589803349,0.03416639135264177,0.30826598311170983,-0.08698661604339009,-0.015023602730565244,0.07426974433698774,C6 O3,5,8.560769090758033,C8 H4,3,3.3332028631287716,C7 H2 O,2,2.3170414551146195,C8 H10,3,3.7891971368308943,C11 O3,5,89.29364626936302,C8 H10,3,2.4114267356127117,C11 H4,3,7.552861474106872,C11 H10,3,8.882713893856318,C11 H10 O,1,4.94135694692816,C11 H10 O3,0,5.944656920856389,C11 H10 O3,0,3.9623710148763007,C11 H10 O3,0,5.435208181103516,C11 H10 O3,0,2.4083505239665053,C11 H10 O3,0,11.162743140270727,C7 H2 O3,2,4.780384545379016,C8 H2 O3,1,3.3134765780690016,C8 H2 O2,1,2.1646829638050873,C6 H4 O2,1,1.316658630497259,C9 H2 O3,2,9.855744241113786,C5 H10,3,1.7521790204800152,C5 H4,3,1.5241713747604304,C8 H4 O2,1,2.2745845570868726
941,941,,,C10 H19 N S2,Full match,No results,Partial match,-0.72,217.09574,7.243,140252.523990189,252,0,,,0.0957354496105154,441,0.41014460576605,-0.146676516369354,-0.146676516369354,-0.0329728203912509,0.164758553557277,DDA for preferred ion,,0.0,126236.124392978,0.0,16864.0037157939,1000.0,15.7024643312948,1000.0,1.1899168633069,10,19,1,0,0,2,0,0,1.9,0.0,0.1,0.0,0.2,0,0.0,2.0,-1.2,2.0,-0.5,7,0.0,royalblue,217,0.14667204006704537,-0.019315316842352104,0.033526398550577596,-0.1351762491414945,-0.4101486441901443,-0.14593407652756696,0.03160458566938473,-0.1647628396894163,-0.1647628396894163,-0.28538142259941424,-0.24516034338748227,-0.2891106579314453,-0.32041354601955163,0.24277232682268846,CHS,2,0,143100.128108771,0.0,126236.124392978,15.7024643312948,16864.0037157939,1.1899168633069,0.000669762137565598,-2.90410582351831,#d9d9d9,0.0,None,Ruthenium2,0941,Ruthenium2_0941,None,None,None,,0.14667204006704537,0.21269048799754842,0.1121646210590086,0.01504091128308005,0.32812609915217195,-0.1233438700953684,-0.04114544944803811,0.06084822432103465,C H N S2,9,6.489534268274722,C10 H19 N S2,0,7.233982240964853,C10 H19 N S2,0,4.931059669921904,C10 H19 N S2,0,7.754833151512379,C10 H N S2,9,98.70514971494359,C10 H19 N S2,0,4.935138319937798,C10 H19 N S2,0,12.053808182821681,C10 H19 N S2,0,13.57280717835031,C10 H19 N S2,0,6.786403589175155,C10 H19 N,2,4.7901729225295995,C10 H19 N S2,0,4.525944008616265,C10 H19 N S2,0,6.20826465025399,C10 H19 N S2,0,2.7508932363150578,C10 H16 S2,1,11.750434082460051,C2 H3 N S2,4,3.744767134137361,C4 H3 N S2,2,2.9269877559477986,C10 H19 N S2,0,3.6147997866501522,C10 H19 N S2,0,2.646159889960622,C6 H3 N S2,4,9.542001598109023,C10 H19 N S2,0,5.428087396375447,C10 H19 N S2,0,5.167649937543624,C10 H19 N S2,0,3.7403328212356595
942,942,,,C7 H16 N2 O3 S,Full match,No results,Not the top hit,1.71,208.08852,11.271,140218.500129648,1853,0,,,0.0885180477343681,425,0.472861710662585,-0.143836340311623,-0.143836340311623,-0.0348501663380318,0.154677410015665,DDA for preferred ion,CH2C=O;CH3CO;CH3O;CO;H2C=O,0.0,132479.582519098,0.0,25957.0505033271,1000.0,8.26125961058931,1000.0,81.5455829806289,7,16,2,3,0,1,0,0,2.28571428571428,0.428571428571428,0.285714285714285,0.0,0.142857142857142,0,0.0,1.0,-0.285714285714285,1.0,-4.0,1,0.0,royalblue,208,0.14383445636903502,-0.015266147990985246,0.03538318465078305,-0.12632005410608826,-0.47286319091074347,-0.1366315433098464,0.03354110705791413,-0.15467910822184194,-0.15467910822184194,-0.27029327182654583,-0.23174094995223982,-0.27386778259756284,-0.3038719257188518,0.23594757863742188,CHS,1,0,158436.633022425,0.0,132479.582519098,8.26125961058931,25957.0505033271,81.5455829806289,0.0014988008423089,-2.35157166712326,#d9d9d9,0.0,None,Ruthenium2,0942,Ruthenium2_0942,None,None,None,,0.14383445636903502,0.20711382390777544,0.11075873710154838,0.0176646532462712,0.3177600552915294,-0.11497859598352989,-0.036190556665786744,0.06157143822164812,H2 N2 O3 S,7,7.846843535663523,C4 H10 N2 S,3,3.9338303277040056,C H4 N2 S,3,1.7264604678463062,C4 H16 N2 S,3,4.433070126678823,C7 N2 O3 S,8,95.23625475803885,C4 H16 N2 S,3,2.821184392971429,C7 H10 N2 S,3,8.553672369981943,C7 H16 N2 S,3,10.009645159534097,C7 H16 N2 O S,1,5.5048225797670485,C7 H16 N2 O3,1,5.508435516190955,C7 H16 N2 O2,1,3.338153838797373,C7 H16 N2 O3 S,0,5.9506717435073915,C7 H16 N2 O3 S,0,2.636753355879554,C7 H10 O3 S,2,10.221393913812049,C H4 N2 O3 S,3,4.423421767831762,C N2 O3 S,2,2.7225575054578206,C N2 O S,2,1.4648147526983364,C2 H10 N2 O2 S,1,1.5363655986133078,C3 N2 O3 S,4,8.980117762393144,C H16 N2 S,3,2.2028655527077916,C H10 N2 S,3,1.953234147713162,C H4 N2 O S,2,1.5851391789056104
945,945,,,C6 H10 N2 O3,Full match,No results,Partial match,-0.11,158.06912,2.221,139014.747575367,701,0,,,0.0691241268359306,437,-0.15816791448816,-0.10737794521512,-0.10737794521512,-0.0245893837723088,0.119380395402345,No MS2,,0.0,127947.006177157,0.0,2114.93320137556,1000.0,12.2333069431217,1000.0,5.09746882844815,6,10,2,3,0,0,0,0,1.66666666666666,0.5,0.333333333333333,0.0,0.0,0,0.0,3.0,0.333333333333333,3.0,-1.0,1,0.0,royalblue,158,0.1073821176869103,-0.013474585617331059,0.024999883994325955,-0.09783384393767847,0.15817235632385973,-0.10566670287829538,0.02360059688282945,-0.11937607379309156,-0.11937607379309156,-0.20719941503520545,-0.17791413013517854,-0.20991470068386775,-0.23270658031054836,0.17735349418288138,CHNO,2,0,130061.939378532,0.0,127947.006177157,12.2333069431217,2114.93320137556,5.09746882844815,0.00015427403751997,-5.91879048243604,#a6611a,0.0,None,Ruthenium2,0945,Ruthenium2_0945,None,None,None,,0.1073821176869103,0.15545067015199265,0.08225699383106644,0.011540454964773517,0.23950024879354714,-0.08921859546100563,-0.029369277288708417,0.04489312075855878,C N2 O3,5,6.278045717671829,C3 H4 N2,3,2.2671165589225266,C2 H2 N2 O,2,1.5903414157423426,C3 H10 N2,3,2.6463520013513775,C6 N2 O3,5,73.42092483062892,C3 H10 N2,3,1.6841256175016774,C6 H4 N2,3,5.776467865553942,C6 H10 N2,3,6.882462391919879,C6 H10 N2 O,1,3.9412311959599395,C6 H10 N2 O3,0,4.943975675759028,C6 H10 N2 O3,0,3.29537367365162,C6 H10 N2 O3,0,4.520283911723392,C6 H10 N2 O3,0,2.0029459340904423,C6 H4 O3,2,7.283686391828645,C2 H2 N2 O3,2,3.6390228588359146,C3 H2 N2 O3,1,2.5873766247316503,C3 H2 N2 O2,1,1.631962752913142,C H4 N2 O2,1,0.9266888015070983,C4 H2 N2 O3,2,7.860032618609507,H10 N2,3,0.9522310197038112,H4 N2,3,0.7626045586090108,C3 H4 N2 O2,1,1.7233642940190725
947,947,,,C7 H13 O5 P,Full match,No results,Not the top hit,-1.56,208.04974,9.497,137999.044111975,31,0,,,0.0497359718623898,239,0.434380749466385,-0.182575111605388,-0.182575111605388,-0.0736092497091079,0.11588300382661,DDA for preferred ion,,0.0,103007.690075034,0.0,3413.58843228524,1000.0,48.040342821777,1000.0,5.31246593029097,7,13,0,5,1,0,0,0,1.85714285714285,0.714285714285714,0.0,0.142857142857142,0.0,0,0.0,1.5,0.0,2.0,-3.5,1,0.0,royalblue,208,0.18257115409639368,0.023500200201652888,0.0741400936820753,-0.08753300957479837,-0.4343842895540604,-0.09784257709850408,0.07229835938429119,-0.11588677861226415,-0.11588677861226415,-0.23147939601506096,-0.1929342588669556,-0.23505324062955424,-0.2650517920887694,0.27466710988736054,CHO,1,0,106421.278507319,0.0,103007.690075034,48.040342821777,3413.58843228524,5.31246593029097,0.025216374601944,-4.91531910934309,#a6611a,0.0,None,Ruthenium2,0947,Ruthenium2_0947,None,None,None,,0.18257115409639368,0.2458387287026369,0.14950159891907333,0.05642486435615979,0.35646433972320324,-0.07619366508038183,0.002579691062379652,0.10032346673153825,C H O5 P,6,8.844124928805137,C2 H3 P,5,1.9325606734075547,C H O2 P,3,1.7255950052439073,C2 H13 P,5,2.4317090565377706,C7 H O5 P,6,97.21735115812247,C2 H13 P,5,1.5475278853058096,C7 H3 P,5,6.551556775992613,C7 H13 P,5,8.007262962236,C7 H13 O P,2,4.503631481118,C7 H13 O5 P,0,6.507243755976792,C7 H13 O5 P,0,4.337359479056828,C7 H13 O5 P,0,5.949582115467932,C7 H13 O5 P,0,2.636270539734832,C7 H13 O5 P,0,12.219156053270625,C H O5 P,3,4.422062464402568,C4 H5 O5 P,1,3.7216927575272165,C4 H5 O4 P,1,2.4641803101565865,C2 H7 O4 P,1,1.5359011644798704,C4 H O5 P,3,9.977740971859403,C H13 O2 P,3,2.2019128555273517,C H7 O2 P,3,1.952327160561797,C H O3 P,2,1.5844827037473297
